Source;Target;Weight
time;nature;0.04285714285714286
time;number;0.04285714285714286
time;way;0.04285714285714286
Project;terms;0.042572463768115944
Project;Archive;0.041666666666666664
Project;Literary;0.041666666666666664
things;others;0.04145936981757877
things;truth;0.04145936981757877
things;world;0.04145936981757877
lot;men;0.0413625304136253
lot;number;0.0413625304136253
lot;prophet;0.0413625304136253
lot;souls;0.0413625304136253
lot;world;0.0413625304136253
others;things;0.04118616144975288
work;agreement;0.04113924050632911
nature;knowledge;0.04087193460490463
soul;lot;0.04079184163167367
justice;men;0.04077159140727751
time;children;0.04047619047619048
time;world;0.04047619047619048
guardians;men;0.040257648953301126
way;others;0.04
things;gods;0.03980099502487562
work;States;0.03955696202531646
work;United;0.03955696202531646
others;way;0.039538714991762765
soul;evil;0.03839232153569286
injustice;nature;0.03832752613240418
time;evil;0.0380952380952381
men;nature;0.03746177370030581
men;women;0.03746177370030581
Project;agreement;0.03713768115942029
things;injustice;0.03648424543946932
things;time;0.03648424543946932
work;State;0.03639240506329114
others;nature;0.036243822075782535
way;nature;0.035
things;nature;0.03482587064676617
work;Gutenberg;0.03481012658227848
men;way;0.034403669724770644
man;soul;0.0342902711323764
man;men;0.033891547049441785
guardians;life;0.033816425120772944
justice;nature;0.033757124068391056
men;others;0.03363914373088685
men;things;0.03363914373088685
soul;nature;0.033593281343731254
life;lot;0.033293221018852785
work;justice;0.03322784810126582
work;man;0.03322784810126582
work;person;0.03322784810126582
others;lot;0.032948929159802305
justice;interest;0.03244191144234985
guardians;gold;0.0322061191626409
guardians;whole;0.0322061191626409
life;men;0.032089851584436425
injustice;interest;0.03205574912891986
Gutenberg-tm;access;0.03159340659340659
nature;evil;0.031335149863760216
others;evil;0.03130148270181219
injustice;life;0.030662020905923345
guardians;view;0.030595813204508857
work;Foundation;0.030063291139240507
work;access;0.030063291139240507
work;copyright;0.030063291139240507
way;gods;0.03
way;hand;0.03
way;happiness;0.03
way;time;0.03
way;world;0.03
nature;others;0.02997275204359673
man;nature;0.029904306220095694
things;beauty;0.029850746268656716
things;body;0.029850746268656716
others;hand;0.029654036243822075
others;manner;0.029654036243822075
others;world;0.029654036243822075
injustice;others;0.02926829268292683
guardians;answer;0.028985507246376812
guardians;hand;0.028985507246376812
guardians;husbandman;0.028985507246376812
guardians;power;0.028985507246376812
Gutenberg-tm;States;0.028846153846153848
Gutenberg-tm;United;0.028846153846153848
nature;reason;0.02861035422343324
nature;things;0.02861035422343324
nature;truth;0.02861035422343324
nature;way;0.02861035422343324
work;License;0.028481012658227847
way;children;0.028333333333333332
way;earth;0.028333333333333332
way;father;0.028333333333333332
way;order;0.028333333333333332
way;years;0.028333333333333332
things;heaven;0.028192371475953566
things;souls;0.028192371475953566
State;way;0.02810590631364562
justice;life;0.028057869355545814
others;class;0.02800658978583196
injustice;Thrasymachus;0.027874564459930314
justice;Thrasymachus;0.02761946514686541
soul;justice;0.027594481103779243
soul;others;0.027594481103779243
men;soul;0.027522935779816515
Gutenberg-tm;Archive;0.027472527472527472
Gutenberg-tm;Literary;0.027472527472527472
guardians;nature;0.027375201288244767
guardians;order;0.027375201288244767
State;citizens;0.027291242362525458
State;life;0.027291242362525458
injustice;unjust;0.027177700348432057
Project;States;0.02717391304347826
Project;United;0.02717391304347826
life;State;0.026875250701965503
things;order;0.026533996683250415
others;earth;0.026359143327841845
others;order;0.026359143327841845
others;souls;0.026359143327841845
man;others;0.02631578947368421
Gutenberg-tm;License;0.0260989010989011
nature;power;0.025885558583106268
injustice;gods;0.02578397212543554
guardians;eyes;0.02576489533011272
guardians;heads;0.02576489533011272
guardians;potter;0.02576489533011272
guardians;proportion;0.02576489533011272
guardians;sort;0.02576489533011272
life;justice;0.025671881267549136
State;class;0.025661914460285134
State;men;0.02525458248472505
injustice;power;0.025087108013937282
State;man;0.02484725050916497
Gutenberg-tm;copyright;0.024725274725274724
Gutenberg-tm;trademark;0.024725274725274724
soul;body;0.02459508098380324
justice;State;0.024550635686102586
nature;lot;0.02452316076294278
nature;time;0.02452316076294278
Project;access;0.024456521739130436
injustice;Socrates;0.024390243902439025
injustice;soul;0.024390243902439025
man;State;0.024322169059011165
soul;choice;0.02399520095980804
life;others;0.023666265543521862
Project;trademark;0.02355072463768116
Gutenberg-tm;domain;0.023351648351648352
Gutenberg-tm;fee;0.023351648351648352
justice;power;0.023235423060061378
nature;guardians;0.02316076294277929
nature;part;0.02316076294277929
nature;question;0.02316076294277929
nature;virtue;0.02316076294277929
injustice;State;0.022996515679442508
State;justice;0.022810590631364563
Project;License;0.022644927536231884
Project;domain;0.022644927536231884
life;nature;0.022462896109105495
men;power;0.02217125382262997
Gutenberg-tm;copies;0.02197802197802198
nature;mind;0.021798365122615803
Project;fee;0.021739130434782608
injustice;evil;0.021602787456445994
soul;men;0.021595680863827234
life;way;0.02125952667468913
soul;injustice;0.020995800839832032
soul;reason;0.020995800839832032
soul;time;0.020995800839832032
Project;copyright;0.020833333333333332
men;time;0.020642201834862386
soul;world;0.020395920815836834
State;nature;0.020366598778004074
State;order;0.020366598778004074
justice;others;0.020166593599298552
justice;soul;0.020166593599298552
life;choice;0.020056157240272765
life;evil;0.020056157240272765
life;lives;0.020056157240272765
Project;collection;0.019927536231884056
soul;State;0.01979604079184163
soul;lives;0.01979604079184163
man;way;0.019537480063795853
justice;manner;0.019289785181937746
man;things;0.019138755980861243
men;citizens;0.0191131498470948
men;guardians;0.0191131498470948
injustice;way;0.018815331010452963
life;time;0.018451664661050943
justice;gods;0.01841297676457694
justice;way;0.01841297676457694
men;evil;0.01834862385321101
men;truth;0.01834862385321101
State;things;0.018329938900203666
injustice;view;0.018118466898954706
soul;things;0.017996400719856028
soul;way;0.017996400719856028
life;injustice;0.01764941837144003
men;mind;0.017584097859327217
men;natures;0.017584097859327217
men;question;0.017584097859327217
man;time;0.0171451355661882
State;rulers;0.017107942973523423
justice;view;0.01709776413853573
State;others;0.01670061099796334
life;world;0.016446048937023665
soul;knowledge;0.016196760647870425
soul;number;0.016196760647870425
State;truth;0.015885947046843176
justice;Socrates;0.01578255151249452
soul;principle;0.015596880623875225
man;nothing;0.01555023923444976
State;individual;0.015478615071283095
Project;copies;0.015398550724637682
Project;permission;0.015398550724637682
injustice;manner;0.015331010452961672
injustice;point;0.015331010452961672
injustice;things;0.015331010452961672
men;manner;0.01529051987767584
soul;souls;0.014997000599880024
justice;argument;0.014905743095133712
justice;one;0.014905743095133712
man;evil;0.014752791068580542
State;hand;0.014663951120162933
injustice;happiness;0.014634146341463415
injustice;nothing;0.014634146341463415
men;Socrates;0.01452599388379205
men;children;0.01452599388379205
men;earth;0.01452599388379205
men;reason;0.01452599388379205
men;virtue;0.01452599388379205
Project;copy;0.014492753623188406
Project;donations;0.014492753623188406
Project;format;0.014492753623188406
Project;paragraph;0.014492753623188406
life;philosophy;0.01444043321299639
life;things;0.01444043321299639
soul;qualities;0.014397120575884824
man;power;0.014354066985645933
State;gold;0.014256619144602852
justice;things;0.014028934677772907
injustice;advantage;0.013937282229965157
injustice;honours;0.013937282229965157
State;view;0.01384928716904277
soul;part;0.013797240551889621
men;Glaucon;0.013761467889908258
men;States;0.013761467889908258
men;interest;0.013761467889908258
men;poets;0.013761467889908258
men;world;0.013761467889908258
man;interest;0.013556618819776715
State;husbandman;0.013441955193482688
State;injustice;0.013441955193482688
State;power;0.013441955193482688
State;sort;0.013441955193482688
State;soul;0.013441955193482688
State;whole;0.013441955193482688
injustice;argument;0.0132404181184669
injustice;force;0.0132404181184669
injustice;virtue;0.0132404181184669
life;souls;0.013237063778580024
soul;philosophy;0.013197360527894421
man;sort;0.013157894736842105
justice;Glaucon;0.0131521262604121
justice;honours;0.0131521262604121
men;hand;0.012996941896024464
men;happiness;0.012996941896024464
men;lot;0.012996941896024464
men;one;0.012996941896024464
men;rulers;0.012996941896024464
life;gods;0.012835940633774568
man;son;0.012759170653907496
man;virtue;0.012759170653907496
justice;point;0.012713722051731697
justice;rewards;0.012713722051731697
justice;ring;0.012713722051731697
justice;unjust;0.012713722051731697
State;city;0.012627291242362525
State;eyes;0.012627291242362525
State;government;0.012627291242362525
soul;beauty;0.01259748050389922
soul;virtue;0.01259748050389922
life;virtue;0.012434817488969114
life;wealth;0.012434817488969114
men;city;0.012232415902140673
men;education;0.012232415902140673
men;souls;0.012232415902140673
State;one;0.012219959266802444
soul;eye;0.01199760047990402
soul;light;0.01199760047990402
soul;matter;0.01199760047990402
soul;prophet;0.01199760047990402
soul;sort;0.01199760047990402
soul;truth;0.01199760047990402
man;lot;0.011961722488038277
man;unjust;0.011961722488038277
injustice;citizens;0.011846689895470384
injustice;one;0.011846689895470384
injustice;profit;0.011846689895470384
injustice;question;0.011846689895470384
injustice;superiority;0.011846689895470384
State;answer;0.011812627291242363
State;proportion;0.011812627291242363
State;question;0.011812627291242363
man;age;0.011562998405103669
man;knowledge;0.011562998405103669
man;mind;0.011562998405103669
State;States;0.011405295315682282
State;heads;0.011405295315682282
State;laws;0.011405295315682282
State;potter;0.011405295315682282
justice;nothing;0.011398509425690487
justice;question;0.011398509425690487
justice;superiority;0.011398509425690487
justice;virtue;0.011398509425690487
soul;mind;0.011397720455908818
life;number;0.011231448054552748
life;poverty;0.011231448054552748
life;qualities;0.011231448054552748
man;gods;0.011164274322169059
injustice;censure;0.011149825783972125
injustice;possessor;0.011149825783972125
injustice;reputation;0.011149825783972125
injustice;rulers;0.011149825783972125
injustice;words;0.011149825783972125
justice;evil;0.010960105217010083
justice;individual;0.010960105217010083
justice;possessor;0.010960105217010083
justice;side;0.010960105217010083
justice;time;0.010960105217010083
life;Lachesis;0.010830324909747292
soul;Lachesis;0.010797840431913617
soul;health;0.010797840431913617
soul;poverty;0.010797840431913617
soul;side;0.010797840431913617
soul;wealth;0.010797840431913617
man;money;0.01076555023923445
man;thing;0.01076555023923445
State;anything;0.010590631364562118
State;reason;0.010590631364562118
justice;reputation;0.01052170100832968
life;son;0.010429201764941836
man;body;0.01036682615629984
man;case;0.01036682615629984
man;master;0.01036682615629984
man;principle;0.01036682615629984
man;words;0.01036682615629984
soul;Glaucon;0.010197960407918417
soul;desire;0.010197960407918417
soul;end;0.010197960407918417
soul;form;0.010197960407918417
soul;heaven;0.010197960407918417
soul;opinion;0.010197960407918417
soul;sight;0.010197960407918417
soul;son;0.010197960407918417
justice;something;0.010083296799649276
justice;truth;0.010083296799649276
life;mind;0.010028078620136383
life;order;0.010028078620136383
life;prophet;0.010028078620136383
man;opinion;0.009968102073365232
State;body;0.009775967413441956
State;classes;0.009775967413441956
justice;class;0.009644892590968873
justice;hand;0.009644892590968873
justice;knowledge;0.009644892590968873
life;Er;0.009626955475330927
life;age;0.009626955475330927
life;matter;0.009626955475330927
life;sort;0.009626955475330927
soul;animals;0.009598080383923215
soul;earth;0.009598080383923215
soul;kind;0.009598080383923215
soul;power;0.009598080383923215
soul;spirit;0.009598080383923215
soul;strength;0.009598080383923215
soul;thing;0.009598080383923215
soul;tyrant;0.009598080383923215
man;Socrates;0.009569377990430622
man;friends;0.009569377990430622
man;order;0.009569377990430622
State;children;0.009368635437881873
State;kind;0.009368635437881873
State;work;0.009368635437881873
life;beauty;0.009225832330525471
life;earth;0.009225832330525471
life;hand;0.009225832330525471
life;reason;0.009225832330525471
life;strength;0.009225832330525471
life;women;0.009225832330525471
justice;words;0.00920648838228847
justice;work;0.00920648838228847
State;principle;0.008961303462321792
life;children;0.008824709185720016
life;happiness;0.008824709185720016
life;woman;0.008824709185720016
man;lives;0.008771929824561403
man;part;0.008771929824561403
man;point;0.008771929824561403
man;ring;0.008771929824561403
man;world;0.008771929824561403
justice;mind;0.008768084173608066
justice;sight;0.008768084173608066
State;auxiliaries;0.008553971486761711
State;duty;0.008553971486761711
State;idea;0.008553971486761711
State;part;0.008553971486761711
State;philosophy;0.008553971486761711
life;Glaucon;0.00842358604091456
life;birth;0.00842358604091456
life;guardians;0.00842358604091456
life;heaven;0.00842358604091456
life;question;0.00842358604091456
life;truth;0.00842358604091456
man;art;0.008373205741626795
man;force;0.008373205741626795
man;form;0.008373205741626795
man;law;0.008373205741626795
man;truth;0.008373205741626795
man;work;0.008373205741626795
State;constitution;0.008146639511201629
State;good;0.008146639511201629
State;husbandmen;0.008146639511201629
life;side;0.008022462896109106
man;choice;0.007974481658692184
man;citizens;0.007974481658692184
man;city;0.007974481658692184
man;father;0.007974481658692184
man;state;0.007974481658692184
man;strength;0.007974481658692184
man;wealth;0.007974481658692184
justice;censure;0.00789127575624726
justice;order;0.00789127575624726
justice;profit;0.00789127575624726
justice;results;0.00789127575624726
State;character;0.007739307535641548
State;rest;0.007739307535641548
life;Thrasymachus;0.00762133975130365
life;death;0.00762133975130365
life;judgment;0.00762133975130365
man;advantage;0.007575757575757576
man;condition;0.007575757575757576
man;death;0.007575757575757576
man;fear;0.007575757575757576
man;one;0.007575757575757576
man;question;0.007575757575757576
man;view;0.007575757575757576
man;woman;0.007575757575757576
justice;brother;0.007452871547566856
State;number;0.007331975560081467
State;saviours;0.007331975560081467
State;women;0.007331975560081467
State;world;0.007331975560081467
life;Interpreter;0.007220216606498195
life;destiny;0.007220216606498195
life;form;0.007220216606498195
life;genius;0.007220216606498195
life;journey;0.007220216606498195
life;lots;0.007220216606498195
life;messenger;0.007220216606498195
life;necessity;0.007220216606498195
life;samples;0.007220216606498195
life;sorts;0.007220216606498195
life;thing;0.007220216606498195
life;tyrannies;0.007220216606498195
life;tyrant;0.007220216606498195
life;years;0.007220216606498195
man;God;0.007177033492822967
man;action;0.007177033492822967
man;person;0.007177033492822967
man;philosophy;0.007177033492822967
man;reason;0.007177033492822967
justice;degree;0.0070144673388864535
justice;effect;0.0070144673388864535
justice;enquiry;0.0070144673388864535
justice;friends;0.0070144673388864535
justice;happiness;0.0070144673388864535
justice;king;0.0070144673388864535
justice;law;0.0070144673388864535
justice;opinion;0.0070144673388864535
justice;sake;0.0070144673388864535
justice;state;0.0070144673388864535
State;aim;0.006924643584521385
State;colours;0.006924643584521385
State;forms;0.006924643584521385
State;something;0.006924643584521385
life;middle;0.00681909346169274
man;kind;0.006778309409888357
man;rulers;0.006778309409888357
man;tyrant;0.006778309409888357
man;youth;0.006778309409888357
State;beautiful;0.006517311608961304
State;corruption;0.006517311608961304
State;kings;0.006517311608961304
State;latter;0.006517311608961304
State;philosophers;0.006517311608961304
State;place;0.006517311608961304
State;pretension;0.006517311608961304
State;silver;0.006517311608961304
life;Ajax;0.006417970316887284
life;God;0.006417970316887284
life;animals;0.006417970316887284
life;arts;0.006417970316887284
life;chance;0.006417970316887284
life;end;0.006417970316887284
life;evils;0.006417970316887284
life;honours;0.006417970316887284
life;kind;0.006417970316887284
life;manner;0.006417970316887284
life;state;0.006417970316887284
life;swan;0.006417970316887284
life;view;0.006417970316887284
man;company;0.006379585326953748
man;desire;0.006379585326953748
man;finger;0.006379585326953748
man;king;0.006379585326953748
man;place;0.006379585326953748
man;scale;0.006379585326953748
man;sense;0.006379585326953748
man;strain;0.006379585326953748
man;subjects;0.006379585326953748
