Source;Target;Weight
spindle;spindle;1.0
spirit;soul;1.0
spirit;spirit;1.0
square;square;1.0
state;state;1.0
strain;man;1.0
strain;strain;1.0
strength;strength;1.0
subjects;subjects;1.0
sun;sun;1.0
superiority;superiority;1.0
swan;life;1.0
swan;swan;1.0
terms;terms;1.0
thing;thing;1.0
things;things;1.0
thirst;drink;1.0
thirst;thirst;1.0
time;time;1.0
times;number;1.0
times;times;1.0
trademark;trademark;1.0
truth;truth;1.0
tyrannies;life;1.0
tyrannies;tyrannies;1.0
tyrant;tyrant;1.0
unjust;unjust;1.0
view;view;1.0
virtue;virtue;1.0
way;way;1.0
wealth;wealth;1.0
whole;whole;1.0
whorl;whorl;1.0
woman;woman;1.0
women;women;1.0
words;words;1.0
work;work;1.0
works;works;1.0
world;world;1.0
years;years;1.0
youth;youth;1.0
eyes;State;0.6595744680851063
husbandman;State;0.6470588235294118
copy;work;0.6444444444444445
proportion;State;0.6444444444444445
argument;justice;0.6415094339622641
poets;gods;0.64
arts;art;0.6363636363636364
heads;State;0.6363636363636364
potter;State;0.6363636363636364
whole;State;0.6226415094339622
answer;State;0.6170212765957447
possessor;justice;0.6097560975609756
poverty;life;0.6086956521739131
master;man;0.6046511627906976
sun;light;0.6046511627906976
superiority;justice;0.6046511627906976
individual;State;0.6031746031746031
reputation;justice;0.6
fee;Project;0.5853658536585366
silver;gold;0.5789473684210527
something;justice;0.575
Atropos;whorl;0.5675675675675675
Clotho;whorl;0.5675675675675675
Necessity;whorl;0.5675675675675675
law;man;0.5675675675675675
natures;men;0.5609756097560976
matter;life;0.5454545454545454
person;work;0.5384615384615384
qualities;life;0.5384615384615384
woman;life;0.5365853658536586
censure;justice;0.5294117647058824
ruler;interest;0.5294117647058824
youth;age;0.5277777777777778
force;man;0.525
Thrasymachus;justice;0.5163934426229508
copies;Project;0.5151515151515151
end;soul;0.5151515151515151
profit;justice;0.5142857142857142
advantage;injustice;0.5128205128205128
animals;life;0.5
animals;soul;0.5
death;life;0.5
death;man;0.5
king;justice;0.5
king;man;0.5
place;State;0.5
place;man;0.5
advantage;man;0.48717948717948717
profit;injustice;0.4857142857142857
copies;Gutenberg-tm;0.48484848484848486
end;life;0.48484848484848486
force;injustice;0.475
youth;man;0.4722222222222222
censure;injustice;0.47058823529411764
ruler;shepherd;0.47058823529411764
woman;man;0.4634146341463415
city;State;0.4626865671641791
person;man;0.46153846153846156
qualities;soul;0.46153846153846156
gold;State;0.45454545454545453
honours;justice;0.45454545454545453
matter;soul;0.45454545454545453
nothing;man;0.45348837209302323
wealth;life;0.4492753623188406
finger;man;0.4444444444444444
father;son;0.4421052631578947
natures;women;0.43902439024390244
subjects;rulers;0.43333333333333335
Atropos;spindle;0.43243243243243246
Clotho;spindle;0.43243243243243246
Necessity;spindle;0.43243243243243246
law;justice;0.43243243243243246
something;State;0.425
silver;State;0.42105263157894735
fee;Gutenberg-tm;0.4146341463414634
trademark;Project;0.4126984126984127
words;man;0.4126984126984127
lives;life;0.4098360655737705
class;State;0.4090909090909091
ring;justice;0.4084507042253521
License;Project;0.4032258064516129
prophet;life;0.4032258064516129
cubed;square;0.4
desire;drink;0.4
reputation;injustice;0.4
domain;Project;0.3968253968253968
individual;justice;0.3968253968253968
master;age;0.3953488372093023
sun;sight;0.3953488372093023
superiority;injustice;0.3953488372093023
access;Project;0.391304347826087
poverty;soul;0.391304347826087
possessor;injustice;0.3902439024390244
strength;life;0.3898305084745763
state;man;0.38461538461538464
copyright;Project;0.38333333333333336
answer;guardians;0.3829787234042553
women;men;0.3798449612403101
whole;guardians;0.37735849056603776
form;man;0.375
friends;enemies;0.375
friends;man;0.375
numbers;number;0.375
numbers;square;0.375
philosophy;life;0.3711340206185567
beauty;life;0.3709677419354839
citizens;State;0.3701657458563536
manner;justice;0.36666666666666664
arts;life;0.36363636363636365
heads;guardians;0.36363636363636365
potter;guardians;0.36363636363636365
poets;men;0.36
argument;injustice;0.3584905660377358
rulers;State;0.3559322033898305
copy;Project;0.35555555555555557
proportion;guardians;0.35555555555555557
husbandman;guardians;0.35294117647058826
tyrant;life;0.35294117647058826
Glaucon;justice;0.3488372093023256
eyes;guardians;0.3404255319148936
strength;man;0.3389830508474576
beauty;soul;0.3387096774193548
access;Gutenberg-tm;0.3333333333333333
cubed;number;0.3333333333333333
domain;works;0.3333333333333333
tyrant;man;0.3333333333333333
unjust;injustice;0.3333333333333333
words;justice;0.3333333333333333
Thrasymachus;injustice;0.32786885245901637
Archive;Project;0.323943661971831
Literary;Project;0.323943661971831
prophet;soul;0.3225806451612903
point;justice;0.32222222222222224
form;life;0.32142857142857145
Gutenberg;Project;0.32098765432098764
copyright;work;0.31666666666666665
Socrates;justice;0.3157894736842105
tyrant;soul;0.3137254901960784
choice;life;0.3125
ring;man;0.30985915492957744
desire;soul;0.3090909090909091
state;justice;0.3076923076923077
state;life;0.3076923076923077
Socrates;injustice;0.30701754385964913
License;Gutenberg-tm;0.3064516129032258
form;soul;0.30357142857142855
honours;injustice;0.30303030303030304
nothing;justice;0.3023255813953488
trademark;works;0.30158730158730157
Foundation;Project;0.3008130081300813
copyright;Gutenberg-tm;0.3
happiness;State;0.3
son;father;0.3
subjects;interest;0.3
city;man;0.29850746268656714
interest;justice;0.2971887550200803
Ardiaeus;earth;0.29411764705882354
desire;man;0.2909090909090909
one;justice;0.2905982905982906
License;work;0.2903225806451613
beauty;things;0.2903225806451613
wealth;man;0.2898550724637681
gold;silver;0.2857142857142857
trademark;Gutenberg-tm;0.2857142857142857
ring;power;0.28169014084507044
heaven;life;0.28
principle;man;0.27956989247311825
principle;soul;0.27956989247311825
part;soul;0.27710843373493976
access;work;0.2753623188405797
prophet;lot;0.27419354838709675
Lachesis;life;0.2727272727272727
thing;man;0.2727272727272727
strength;soul;0.2711864406779661
lives;soul;0.27049180327868855
domain;Gutenberg-tm;0.2698412698412698
cubed;numbers;0.26666666666666666
heaven;earth;0.26666666666666666
subjects;man;0.26666666666666666
part;man;0.26506024096385544
agreement;Project;0.2611464968152866
wealth;soul;0.2608695652173913
gold;guardians;0.2597402597402597
one;State;0.2564102564102564
unjust;man;0.2564102564102564
words;injustice;0.25396825396825395
part;State;0.25301204819277107
choice;soul;0.25
friends;justice;0.25
kind;knowledge;0.25
numbers;cubed;0.25
spindle;whorl;0.25
order;State;0.24875621890547264
United;Project;0.24793388429752067
unjust;justice;0.24786324786324787
point;injustice;0.24444444444444444
point;man;0.24444444444444444
Glaucon;life;0.2441860465116279
nothing;injustice;0.2441860465116279
honours;life;0.24242424242424243
agreement;Gutenberg-tm;0.24203821656050956
kind;State;0.23958333333333334
city;men;0.23880597014925373
principle;State;0.23655913978494625
Ardiaeus;journey;0.23529411764705882
Ardiaeus;souls;0.23529411764705882
Ardiaeus;years;0.23529411764705882
drink;thirst;0.23478260869565218
sight;justice;0.22988505747126436
son;man;0.22857142857142856
sort;State;0.22758620689655173
sort;man;0.22758620689655173
guardians;State;0.22705314009661837
philosophy;soul;0.2268041237113402
heaven;soul;0.22666666666666666
heaven;things;0.22666666666666666
Gutenberg-tm;Project;0.22527472527472528
opinion;man;0.22522522522522523
terms;Project;0.22065727699530516
body;soul;0.22043010752688172
rulers;subjects;0.22033898305084745
works;Project;0.21800947867298578
philosophy;State;0.21649484536082475
opinion;knowledge;0.21621621621621623
choice;lot;0.2125
Lachesis;whorl;0.21212121212121213
Socrates;man;0.21052631578947367
father;man;0.21052631578947367
side;justice;0.21008403361344538
Glaucon;men;0.20930232558139536
view;justice;0.2074468085106383
United;work;0.2066115702479339
United;works;0.2066115702479339
part;nature;0.20481927710843373
principle;reason;0.20430107526881722
Archive;Foundation;0.20422535211267606
Literary;Foundation;0.20422535211267606
God;man;0.20224719101123595
God;poet;0.20224719101123595
lot;life;0.20194647201946472
terms;Gutenberg-tm;0.20187793427230047
square;number;0.2
Glaucon;soul;0.19767441860465115
reason;soul;0.19553072625698323
sight;light;0.19540229885057472
sight;soul;0.19540229885057472
sight;sun;0.19540229885057472
years;earth;0.1941747572815534
thing;sort;0.1919191919191919
thing;time;0.1919191919191919
drink;desire;0.19130434782608696
journey;earth;0.19083969465648856
question;State;0.19078947368421054
point;view;0.18888888888888888
class;guardians;0.18831168831168832
citizens;guardians;0.1878453038674033
son;life;0.18571428571428572
philosophy;man;0.18556701030927836
interest;injustice;0.18473895582329317
sight;world;0.1839080459770115
evil;soul;0.1833810888252149
manner;injustice;0.18333333333333332
Lachesis;soul;0.18181818181818182
thing;life;0.18181818181818182
view;State;0.18085106382978725
lives;man;0.18032786885245902
God;author;0.1797752808988764
God;life;0.1797752808988764
States;Project;0.17964071856287425
father;way;0.17894736842105263
spindle;light;0.17857142857142858
women;life;0.17829457364341086
injustice;justice;0.17770034843205576
kind;man;0.17708333333333334
virtue;man;0.17679558011049723
works;Gutenberg-tm;0.17535545023696683
years;life;0.17475728155339806
United;Gutenberg-tm;0.17355371900826447
agreement;works;0.17197452229299362
Lachesis;lives;0.1717171717171717
virtue;life;0.1712707182320442
question;justice;0.17105263157894737
children;State;0.17037037037037037
Archive;Gutenberg;0.16901408450704225
Literary;Gutenberg;0.16901408450704225
light;whorl;0.16826923076923078
side;earth;0.16806722689075632
side;life;0.16806722689075632
States;State;0.16766467065868262
Socrates;men;0.16666666666666666
happiness;guardians;0.16666666666666666
kind;life;0.16666666666666666
kind;soul;0.16666666666666666
manner;men;0.16666666666666666
agreement;work;0.16560509554140126
sort;life;0.16551724137931034
lot;soul;0.1654501216545012
United;States;0.1652892561983471
years;way;0.1650485436893204
work;Project;0.16455696202531644
gods;men;0.16338028169014085
children;life;0.16296296296296298
women;children;0.16279069767441862
one;man;0.1623931623931624
unjust;interest;0.1623931623931624
Archive;Literary;0.1619718309859155
Literary;Archive;0.1619718309859155
Lachesis;spindle;0.16161616161616163
thing;soul;0.16161616161616163
Gutenberg;Gutenberg-tm;0.16049382716049382
square;cubed;0.16
square;numbers;0.16
terms;work;0.1596244131455399
mind;man;0.15934065934065933
agreement;terms;0.1592356687898089
Foundation;Gutenberg-tm;0.15853658536585366
power;justice;0.1582089552238806
Thrasymachus;life;0.1557377049180328
children;women;0.15555555555555556
years;Ardiaeus;0.1553398058252427
years;journey;0.1553398058252427
years;souls;0.1553398058252427
opinion;soul;0.15315315315315314
question;men;0.1513157894736842
side;number;0.15126050420168066
side;soul;0.15126050420168066
side;square;0.15126050420168066
manner;others;0.15
States;work;0.1497005988023952
States;works;0.1497005988023952
class;happiness;0.14935064935064934
Project;Gutenberg-tm;0.14855072463768115
drink;pure;0.14782608695652175
whorl;light;0.14705882352941177
whorl;spindle;0.14705882352941177
one;injustice;0.1452991452991453
one;men;0.1452991452991453
reason;State;0.1452513966480447
journey;hand;0.1450381679389313
journey;world;0.1450381679389313
opinion;justice;0.14414414414414414
rulers;man;0.1440677966101695
rulers;men;0.1440677966101695
virtue;justice;0.143646408839779
souls;life;0.14347826086956522
evil;life;0.14326647564469913
class;justice;0.14285714285714285
truth;State;0.14233576642335766
Archive;Gutenberg-tm;0.14084507042253522
Literary;Gutenberg-tm;0.14084507042253522
terms;works;0.14084507042253522
children;men;0.14074074074074075
body;man;0.13978494623655913
women;State;0.13953488372093023
women;natures;0.13953488372093023
lives;Lachesis;0.13934426229508196
drink;simple;0.1391304347826087
view;injustice;0.13829787234042554
question;life;0.13815789473684212
citizens;men;0.13812154696132597
sort;soul;0.13793103448275862
journey;life;0.13740458015267176
journey;souls;0.13740458015267176
mind;life;0.13736263736263737
hand;State;0.13688212927756654
interest;man;0.13654618473895583
rulers;injustice;0.13559322033898305
manner;life;0.13333333333333333
work;Gutenberg-tm;0.13291139240506328
Gutenberg;Foundation;0.13168724279835392
sort;thing;0.1310344827586207
Foundation;Gutenberg;0.13008130081300814
art;interests;0.12903225806451613
body;State;0.12903225806451613
reason;life;0.12849162011173185
world;life;0.12732919254658384
mind;men;0.12637362637362637
children;time;0.1259259259259259
children;way;0.1259259259259259
States;Gutenberg-tm;0.12574850299401197
choice;man;0.125
light;sun;0.125
question;man;0.125
order;life;0.12437810945273632
age;man;0.12236286919831224
journey;Ardiaeus;0.12213740458015267
journey;years;0.12213740458015267
son;soul;0.12142857142857143
light;spindle;0.1201923076923077
square;diameters;0.12
square;power;0.12
square;side;0.12
square;terms;0.12
States;United;0.11976047904191617
order;man;0.11940298507462686
children;gods;0.11851851851851852
gods;justice;0.11830985915492957
Foundation;Archive;0.11788617886178862
Foundation;Literary;0.11788617886178862
terms;agreement;0.11737089201877934
reason;nature;0.11731843575418995
virtue;soul;0.11602209944751381
Gutenberg-tm;work;0.11538461538461539
way;State;0.115
spindle;Atropos;0.11428571428571428
spindle;Clotho;0.11428571428571428
spindle;Lachesis;0.11428571428571428
spindle;Necessity;0.11428571428571428
spindle;hand;0.11428571428571428
art;arts;0.11290322580645161
number;square;0.11278195488721804
question;injustice;0.1118421052631579
question;nature;0.1118421052631579
justice;injustice;0.11179307321350285
citizens;man;0.11049723756906077
class;others;0.11038961038961038
sort;guardians;0.1103448275862069
mind;justice;0.10989010989010989
time;life;0.10952380952380952
truth;knowledge;0.10948905109489052
art;medicine;0.10887096774193548
others;man;0.10873146622734761
souls;soul;0.10869565217391304
States;men;0.10778443113772455
power;injustice;0.10746268656716418
power;man;0.10746268656716418
reason;men;0.10614525139664804
reason;principle;0.10614525139664804
evil;man;0.10601719197707736
world;soul;0.10559006211180125
number;life;0.10526315789473684
virtue;injustice;0.10497237569060773
virtue;men;0.10497237569060773
nature;justice;0.10490463215258855
mind;soul;0.1043956043956044
gods;injustice;0.10422535211267606
time;man;0.10238095238095238
nature;man;0.10217983651226158
Gutenberg-tm;works;0.10164835164835165
number;soul;0.10150375939849623
age;Sophocles;0.10126582278481013
age;cause;0.10126582278481013
age;life;0.10126582278481013
view;guardians;0.10106382978723404
view;man;0.10106382978723404
knowledge;nature;0.10101010101010101
knowledge;things;0.10101010101010101
knowledge;truth;0.10101010101010101
reason;man;0.1005586592178771
choice;evil;0.1
citizens;happiness;0.09944751381215469
Gutenberg;Archive;0.09876543209876543
Gutenberg;Literary;0.09876543209876543
Gutenberg;works;0.09876543209876543
power;State;0.09850746268656717
knowledge;man;0.09764309764309764
Foundation;works;0.0975609756097561
others;life;0.09719934102141681
body;disease;0.0967741935483871
body;things;0.0967741935483871
guardians;happiness;0.0966183574879227
light;day;0.09615384615384616
light;soul;0.09615384615384616
view;happiness;0.09574468085106383
souls;earth;0.09565217391304348
Project;work;0.09420289855072464
citizens;injustice;0.09392265193370165
virtue;nature;0.09392265193370165
mind;body;0.09340659340659341
mind;knowledge;0.09340659340659341
age;time;0.09282700421940929
body;food;0.0913978494623656
body;mind;0.0913978494623656
light;world;0.09134615384615384
truth;things;0.09124087591240876
knowledge;soul;0.09090909090909091
Gutenberg;work;0.09053497942386832
view;point;0.09042553191489362
number;numbers;0.09022556390977443
gods;life;0.09014084507042254
gods;poets;0.09014084507042254
works;work;0.09004739336492891
order;happiness;0.08955223880597014
order;justice;0.08955223880597014
evil;injustice;0.08882521489971347
virtue;gods;0.08839779005524862
way;life;0.08833333333333333
whorl;Atropos;0.08823529411764706
whorl;Clotho;0.08823529411764706
whorl;Lachesis;0.08823529411764706
whorl;Necessity;0.08823529411764706
whorl;circle;0.08823529411764706
whorl;fifth;0.08823529411764706
whorl;hand;0.08823529411764706
mind;nature;0.08791208791208792
mind;truth;0.08791208791208792
truth;men;0.08759124087591241
hand;earth;0.08745247148288973
hand;life;0.08745247148288973
power;men;0.08656716417910448
soul;life;0.08518296340731854
view;life;0.0851063829787234
art;man;0.0846774193548387
order;guardians;0.0845771144278607
order;way;0.0845771144278607
terms;square;0.08450704225352113
truth;justice;0.08394160583941605
hand;justice;0.08365019011406843
Project;works;0.08333333333333333
time;soul;0.08333333333333333
injustice;man;0.08292682926829269
lot;choice;0.0827250608272506
light;sight;0.08173076923076923
way;man;0.08166666666666667
time;others;0.08095238095238096
knowledge;kind;0.08080808080808081
knowledge;opinion;0.08080808080808081
age;youth;0.08016877637130802
hand;whorl;0.07984790874524715
order;others;0.07960199004975124
order;things;0.07960199004975124
things;man;0.07960199004975124
earth;things;0.07951070336391437
gods;man;0.07887323943661972
souls;journey;0.0782608695652174
souls;world;0.0782608695652174
world;things;0.07763975155279502
evil;lot;0.07736389684813753
Foundation;work;0.07723577235772358
light;hand;0.07692307692307693
truth;life;0.07664233576642336
truth;man;0.07664233576642336
truth;nature;0.07664233576642336
earth;journey;0.0764525993883792
interest;unjust;0.07630522088353414
nature;life;0.07629427792915532
nature;soul;0.07629427792915532
others;justice;0.0757825370675453
others;soul;0.0757825370675453
number;cubed;0.07518796992481203
terms;number;0.07511737089201878
way;men;0.075
nature;injustice;0.07493188010899182
things;State;0.07462686567164178
knowledge;justice;0.07407407407407407
knowledge;power;0.07407407407407407
souls;lot;0.07391304347826087
souls;things;0.07391304347826087
lot;man;0.072992700729927
truth;soul;0.072992700729927
things;men;0.07296849087893864
art;pay;0.07258064516129033
others;men;0.07248764415156507
interest;men;0.07228915662650602
interest;ruler;0.07228915662650602
interest;subjects;0.07228915662650602
hand;journey;0.07224334600760456
age;master;0.07172995780590717
evil;justice;0.07163323782234957
men;justice;0.07110091743119266
works;terms;0.07109004739336493
Project;Gutenberg;0.07065217391304347
earth;hand;0.07033639143730887
earth;life;0.07033639143730887
way;justice;0.07
souls;Ardiaeus;0.06956521739130435
souls;hand;0.06956521739130435
souls;men;0.06956521739130435
souls;others;0.06956521739130435
souls;years;0.06956521739130435
others;injustice;0.06919275123558484
evil;men;0.06876790830945559
art;pilot;0.06854838709677419
hand;guardians;0.06844106463878327
hand;others;0.06844106463878327
hand;way;0.06844106463878327
world;earth;0.06832298136645963
world;man;0.06832298136645963
nature;State;0.0681198910081744
number;State;0.06766917293233082
number;side;0.06766917293233082
number;time;0.06766917293233082
gods;things;0.0676056338028169
others;State;0.06754530477759473
age;calm;0.06751054852320675
age;mad;0.06751054852320675
age;relations;0.06751054852320675
earth;souls;0.0672782874617737
earth;world;0.0672782874617737
Project;Foundation;0.06702898550724638
nature;men;0.0667574931880109
evil;nature;0.0659025787965616
lot;evil;0.06569343065693431
truth;power;0.06569343065693431
power;knowledge;0.06567164179104477
men;man;0.06498470948012232
gods;gains;0.0647887323943662
hand;men;0.06463878326996197
art;deficient;0.06451612903225806
art;hearing;0.06451612903225806
art;need;0.06451612903225806
time;men;0.06428571428571428
earth;time;0.06422018348623854
works;agreement;0.06398104265402843
number;lot;0.06390977443609022
number;power;0.06390977443609022
number;times;0.06390977443609022
happiness;class;0.06388888888888888
way;things;0.06333333333333334
things;way;0.06301824212271974
earth;Ardiaeus;0.06116207951070336
earth;heaven;0.06116207951070336
earth;side;0.06116207951070336
earth;years;0.06116207951070336
men;life;0.06116207951070336
happiness;life;0.06111111111111111
hand;light;0.060836501901140684
hand;souls;0.060836501901140684
hand;spindle;0.060836501901140684
number;fractions;0.06015037593984962
number;terms;0.06015037593984962
work;works;0.060126582278481014
power;ring;0.05970149253731343
things;life;0.05970149253731343
time;justice;0.05952380952380952
works;States;0.05924170616113744
works;United;0.05924170616113744
Gutenberg-tm;terms;0.059065934065934064
world;journey;0.059006211180124224
world;light;0.059006211180124224
truth;mind;0.058394160583941604
happiness;injustice;0.058333333333333334
earth;men;0.0581039755351682
justice;man;0.05786935554581324
State;guardians;0.05743380855397149
knowledge;ignorance;0.05723905723905724
knowledge;mind;0.05723905723905724
life;soul;0.05695948656237465
works;Foundation;0.05687203791469194
works;Gutenberg;0.05687203791469194
power;nature;0.056716417910447764
others;time;0.05601317957166392
world;State;0.055900621118012424
world;men;0.055900621118012424
world;others;0.055900621118012424
world;souls;0.055900621118012424
world;way;0.055900621118012424
guardians;citizens;0.05475040257648953
evil;others;0.054441260744985676
work;terms;0.05379746835443038
power;guardians;0.05373134328358209
power;square;0.05373134328358209
power;truth;0.05373134328358209
Gutenberg-tm;Foundation;0.05357142857142857
Gutenberg-tm;Gutenberg;0.05357142857142857
lot;time;0.0535279805352798
men;injustice;0.053516819571865444
things;justice;0.05306799336650083
world;lot;0.052795031055900624
world;time;0.052795031055900624
man;justice;0.05263157894736842
time;age;0.05238095238095238
time;lot;0.05238095238095238
time;things;0.05238095238095238
Gutenberg-tm;agreement;0.0521978021978022
earth;way;0.05198776758409786
soul;man;0.05158968206358728
power;number;0.050746268656716415
gods;way;0.05070422535211268
life;man;0.05054151624548736
man;life;0.050239234449760764
happiness;citizens;0.05
happiness;order;0.05
happiness;view;0.05
happiness;way;0.05
time;earth;0.05
way;soul;0.05
works;domain;0.04976303317535545
things;knowledge;0.04975124378109453
things;soul;0.04975124378109453
world;sight;0.049689440993788817
earth;others;0.04892966360856269
earth;soul;0.04892966360856269
injustice;men;0.04878048780487805
lot;others;0.04866180048661801
power;soul;0.04776119402985075
work;refund;0.04746835443037975
man;injustice;0.0474481658692185
men;State;0.047400611620795105
happiness;men;0.04722222222222222
guardians;class;0.04669887278582931
work;copy;0.04588607594936709
evil;choice;0.045845272206303724
evil;time;0.045845272206303724
time;thing;0.04523809523809524
gods;children;0.04507042253521127
gods;virtue;0.04507042253521127
works;trademark;0.045023696682464455
way;guardians;0.045
way;injustice;0.045
happiness;justice;0.044444444444444446
men;gods;0.04434250764525994
State;happiness;0.043991853360488796
lot;nature;0.043795620437956206
guardians;way;0.043478260869565216
things;earth;0.04311774461028192
